"pair","method_code","b_fast","se_fast","pval_fast","b_native","se_native","pval_native","abs_beta_delta","abs_se_delta","abs_pval_delta","relative_se_delta"
14,"weighted_mode",-0.286600806194557,1.16244098001869,0.805879611500109,-0.286600806194557,1.14366606197196,0.802759235983312,0,0.0187749180467327,0.00312037551679611,0.0164164336697726
15,"ivw",-0.0241873277542355,0.164966117512102,0.883431987606408,-0.0241873277542355,0.164966117512102,0.883431987606408,2.08166817117217e-17,2.77555756156289e-17,1.11022302462516e-16,1.68250159694719e-16
15,"egger",0.0271443488055992,0.232348163328065,0.907290586743322,0.0271443488055993,0.232348163328064,0.907290586743321,1.56125112837913e-16,2.77555756156289e-17,4.44089209850063e-16,1.19456832445193e-16
15,"weighted_median",0.101531900208495,0.153682049874746,0.508829057695064,0.101531900208494,0.160985805182906,0.528244202710045,6.66133814775094e-16,0.00730375530816027,0.0194151450149818,0.0453689398258561
15,"simple_mode",0.0591926112454206,1.39440187990289,0.96624429427693,0.0591926112454206,1.39309329850483,0.966212605661989,0,0.00130858139806489,3.16886149411832e-05,0.000939335075022872
15,"weighted_mode",0.0591926112454206,1.37443370866933,0.965754186265526,0.0591926112454206,1.31549645672402,0.964220920925442,0,0.0589372519453097,0.00153326534008347,0.0448022886295575
16,"ivw",0.117939914607869,0.172363259311205,0.493816015857778,0.117939914607869,0.172363259311205,0.493816015857778,0,5.55111512312578e-17,1.11022302462516e-16,3.2205907136527e-16
16,"egger",0.00524419914776251,0.247599991407738,0.983154705752808,0.00524419914776249,0.247599991407738,0.983154705752808,1.64798730217797e-17,8.32667268468867e-17,0,3.36295354347433e-16
16,"weighted_median",-0.132966230040792,0.133604184247712,0.31962682433451,-0.132966230040792,0.133791160670812,0.320303596986413,0,0.000186976423099672,0.000676772651903579,0.00139752448638756
16,"simple_mode",0.325785300324527,0.980127741119559,0.74045296007583,0.325785300324527,0.958638793124922,0.734855510618162,0,0.0214889479946369,0.00559744945766816,0.022416105157385
16,"weighted_mode",0.0894279483597377,0.93154715320397,0.92375818181293,0.0894279483597377,0.883913838458129,0.919663387753281,0,0.0476333147458415,0.00409479405964863,0.0538890926619404
