"pair","method_code","b_fast","se_fast","pval_fast","b_native","se_native","pval_native","abs_beta_delta","abs_se_delta","abs_pval_delta"
2402,"weighted_median",0.0120940328715179,0.0502589867061118,0.809838613181653,0.0120940328715179,0.0471768065743494,0.797676361607422,1.73472347597681e-17,0.00308218013176241,0.0121622515742303
2402,"weighted_mode",-0.291508129244144,19.9564945506756,0.988352871223948,-0.291508129244144,20.9742821995207,0.988918016625266,0,1.01778764884511,0.00056514540131869
2403,"egger",-0.0170338774383004,0.0687422113463599,0.804421924164157,-0.0170338774383003,0.0687422113463598,0.804421924164158,9.0205620750794e-17,5.55111512312578e-17,8.88178419700125e-16
2403,"ivw",-0.054156434717302,0.0496601869410902,0.275475215133647,-0.054156434717302,0.0496601869410903,0.275475215133648,3.46944695195361e-17,1.38777878078145e-17,4.44089209850063e-16
2403,"simple_mode",-0.0814569148249811,15.7654310852636,0.995880086318409,-0.0814569148249811,14.5416238212597,0.995533362353034,0,1.22380726400393,0.000346723965374607
2403,"weighted_median",-0.066079679707048,0.0513645848369053,0.198274449493898,-0.066079679707048,0.0471364718649627,0.160951067729343,0,0.00422811297194259,0.0373233817645544
2403,"weighted_mode",-0.0814569148249811,15.7654310852636,0.995880086318409,-0.0814569148249811,12.2673945006248,0.99470531200083,0,3.49803658463881,0.0011747743175784
2404,"egger",-0.0851285837851593,0.0692971007036295,0.22000096704297,-0.0851285837851591,0.0692971007036294,0.22000096704297,1.66533453693773e-16,5.55111512312578e-17,4.16333634234434e-16
2404,"ivw",-0.0274522892809552,0.0498869395687189,0.582120409070204,-0.0274522892809552,0.0498869395687189,0.582120409070203,1.38777878078145e-17,5.55111512312578e-17,2.22044604925031e-16
2404,"simple_mode",0.289725575222485,5.93081241689422,0.961062554701327,0.289725575222485,7.21154914804338,0.967973527637676,0,1.28073673114916,0.00691097293634935
2404,"weighted_median",-0.087549275753093,0.0402947912090756,0.0298014405552914,-0.0875492757530923,0.0466477144886424,0.0605430262724808,6.38378239159465e-16,0.00635292327956673,0.0307415857171894
2404,"weighted_mode",-0.163911544811531,5.93081241689422,0.977965262562742,-0.163911544811531,7.13872019049076,0.981692928546997,0,1.20790777359654,0.00372766598425511
2405,"egger",-0.115222382513903,0.0754446251296291,0.1274945387509,-0.115222382513903,0.0754446251296291,0.1274945387509,2.77555756156289e-17,1.38777878078145e-17,0
2405,"ivw",-0.117419137724325,0.054484699790971,0.0311552142035465,-0.117419137724325,0.0544846997909709,0.0311552142035464,4.16333634234434e-17,3.46944695195361e-17,5.55111512312578e-17
2405,"simple_mode",0.143158950508743,26.6054492348567,0.995709442209004,0.143158950508743,25.4652424653337,0.995517334378642,0,1.14020676952304,0.000192107830362609
2405,"weighted_median",0.070882989695126,0.0416415539855221,0.0887145684260669,0.070882989695126,0.0477068627694268,0.137331292583505,0,0.00606530878390461,0.0486167241574382
2405,"weighted_mode",0.143158950508743,26.6054492348567,0.995709442209004,0.143158950508743,32.2850934498021,0.996464238368067,0,5.67964421494537,0.000754796159062487
2406,"egger",0.0542550745823329,0.07358336302633,0.461357352357306,0.0542550745823329,0.07358336302633,0.461357352357305,1.38777878078145e-17,5.55111512312578e-17,6.66133814775094e-16
2406,"ivw",0.0948288440769999,0.0528740748666643,0.0728954555996081,0.0948288440769998,0.0528740748666643,0.0728954555996084,9.71445146547012e-17,1.38777878078145e-17,2.35922392732846e-16
2406,"simple_mode",0.429165487399031,22.1400406584493,0.984544357693754,0.429165487399031,24.9132239395085,0.986264601232519,0,2.77318328105918,0.00172024353876443
2406,"weighted_median",0.0265627507425646,0.0566822517735269,0.639337319645902,0.026562750742565,0.0572286153262705,0.642539167705415,3.95516952522712e-16,0.000546363552743574,0.00320184805951373
2406,"weighted_mode",0.429165487399031,22.1400406584493,0.984544357693754,0.429165487399031,26.2110030109396,0.986944616208274,0,4.07096235249035,0.00240025851451908
2407,"egger",-0.0609401748794174,0.069109125354257,0.378419168786485,-0.0609401748794174,0.069109125354257,0.378419168786484,6.2450045135165e-17,4.16333634234434e-17,8.88178419700125e-16
2407,"ivw",-0.0722869522043818,0.0494398407473261,0.143708482792769,-0.0722869522043818,0.0494398407473261,0.143708482792768,1.38777878078145e-17,1.38777878078145e-17,2.22044604925031e-16
2407,"simple_mode",-0.232753268095646,15.2406264052359,0.987822896597051,-0.232753268095646,15.1044747360651,0.98771314091087,0,0.136151669170795,0.000109755686181767
2407,"weighted_median",-0.0785423606034788,0.0544101816447013,0.148873136294498,-0.0785423606034788,0.0460213305307615,0.087886896053331,1.38777878078145e-17,0.00838885111393982,0.0609862402411671
2407,"weighted_mode",-0.232753268095646,15.2406264052359,0.987822896597051,-0.232753268095646,15.5614305400193,0.98807391272353,0,0.320804134783417,0.000251016126478598
2408,"egger",0.166375954689097,0.0822484439226941,0.0437571443414459,0.166375954689097,0.0822484439226943,0.0437571443414456,5.27355936696949e-16,1.2490009027033e-16,3.33066907387547e-16
2408,"ivw",0.0365087006308382,0.056704224899628,0.519676304980579,0.0365087006308383,0.0567042248996281,0.519676304980578,5.55111512312578e-17,3.46944695195361e-17,4.44089209850063e-16
2408,"simple_mode",-0.108170026846319,28.1621668410627,0.996937276806848,-0.108170026846319,25.1241099343058,0.996566928450361,0,3.0380569067569,0.000370348356486749
2408,"weighted_median",-0.0384354588908025,0.0525532531520746,0.464557993319346,-0.0384354588908025,0.0439181397344659,0.381486114411751,0,0.00863511341760871,0.0830718789075948
